open,high,low,close,tick_volume,spread,real_volume,state_hat_H2,margin_H2,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_balance_compression,LOOK_FOR_transition_inventory_reset,LOOK_FOR_transition_initiative,LOOK_FOR_trend_orderly_pullback_asia,LOOK_FOR_trend_orderly_pullback_west,LOOK_FOR_trend_overextended,quality_label,quality_label_full,base_state
3866.1,3867.3,3848.3,3848.6,0,0,0,1,0.9974619759816475,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3848.7,3849.3,3846.1,3848.6,0,0,0,1,0.9974619759816475,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3848.3,3848.8,3840.3,3840.8,0,0,0,1,0.9974619759816475,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3840.6,3843.8,3833.3,3833.8,0,0,0,1,0.9974619759816475,NY_PM,1,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3834.1,3834.1,3820.1,3821.1,0,0,0,1,0.9974619759816475,NY_PM,2,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3821.0,3831.6,3820.1,3830.6,0,0,0,1,0.9974619759816475,NY_PM,2,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3830.4,3834.3,3828.2,3833.3,0,0,0,1,0.9974619759816475,NY_PM,2,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3833.5,3840.6,3832.3,3838.6,0,0,0,1,0.9974619759816475,NY_PM,2,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3838.8,3840.1,3837.1,3839.3,0,0,0,1,0.9974619759816475,ASIA,3,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3839.6,3844.8,3838.3,3843.8,0,0,0,1,0.9974619759816475,ASIA,3,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3844.1,3844.6,3840.8,3842.8,0,0,0,1,0.9974619759816475,ASIA,3,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3843.3,3844.7,3841.1,3841.1,0,0,0,1,0.9974619759816475,ASIA,3,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3841.1,3845.8,3841.1,3842.1,0,0,0,1,0.9974619759816475,ASIA,4,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3842.1,3850.6,3842.1,3848.8,0,0,0,1,0.9974619759816475,ASIA,4,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3848.6,3851.0,3846.1,3850.3,0,0,0,1,0.9974619759816475,ASIA,4,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3850.5,3851.3,3843.6,3847.6,0,0,0,1,0.9974619759816475,ASIA,4,,day_anchor_std,server_midnight,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
3847.3,3850.0,3843.0,3848.6,0,0,0,1,0.9974619759816475,ASIA,5,,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
3848.8,3859.1,3848.3,3858.8,0,0,0,1,0.9974619759816475,ASIA,5,,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
3859.1,3865.6,3854.8,3864.2,0,0,0,1,0.9974619759816475,ASIA,5,,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
