base_state,avg_run_length,flip_rate,n_bars,n_runs
BALANCE,2.8848368522072936,0.3466400532268796,1503,521
TRANSITION,4.469283276450512,0.22374952271859488,5238,1172
TREND,3.5092724679029956,0.28495934959349595,2460,701
