base_state,avg_run_length,flip_rate,n_bars,n_runs
BALANCE,2.1228070175438596,0.47107438016528924,242,114
TRANSITION,4.787878787878788,0.2088607594936709,1264,264
TREND,3.4444444444444446,0.2903225806451613,527,153
