open,high,low,close,tick_volume,spread,real_volume,state_hat_H2,margin_H2,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_balance_compression,LOOK_FOR_transition_inventory_reset,LOOK_FOR_transition_initiative,LOOK_FOR_trend_orderly_pullback_asia,LOOK_FOR_trend_orderly_pullback_west,LOOK_FOR_trend_overextended,quality_label,quality_label_full,base_state
4710.25,4710.25,4708.65,4709.85,0,0,0,1,0.9381245676319396,NY_PM,2,1.7805303814272724,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4709.65,4710.85,4706.85,4710.15,0,0,0,1,0.9381245676319396,NY_PM,2,1.7805303814272724,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4710.35,4712.65,4710.15,4712.65,0,0,0,1,0.9381245676319396,NY_PM,2,1.7805303814272724,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4712.65,4712.85,4711.15,4712.15,0,0,0,1,0.8695740295781277,NY_PM,3,1.8713177401390064,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4711.85,4712.85,4710.65,4712.15,0,0,0,1,0.8695740295781277,NY_PM,3,1.8713177401390064,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4712.15,4712.35,4708.85,4711.35,0,0,0,1,0.8695740295781277,NY_PM,3,1.8713177401390064,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4711.15,4711.15,4709.65,4710.85,0,0,0,1,0.8695740295781277,NY_PM,3,1.8713177401390064,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4710.85,4712.15,4710.35,4710.35,0,0,0,1,0.9635096312955196,ASIA,4,0.06533660016337146,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4710.55,4710.85,4709.15,4709.65,0,0,0,1,0.9635096312955196,ASIA,4,0.06533660016337146,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4709.85,4711.65,4709.65,4711.15,0,0,0,1,0.9635096312955196,ASIA,4,0.06533660016337146,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4711.15,4711.15,4709.35,4709.65,0,0,0,1,0.9635096312955196,ASIA,4,0.06533660016337146,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4709.65,4710.15,4708.65,4708.65,0,0,0,1,0.8463161888336848,ASIA,5,0.22908799633824414,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4708.65,4708.85,4707.85,4708.35,0,0,0,1,0.8463161888336848,ASIA,5,0.22908799633824414,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4708.15,4711.85,4708.15,4711.65,0,0,0,1,0.8463161888336848,ASIA,5,0.22908799633824414,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4711.65,4713.65,4710.85,4713.35,0,0,0,1,0.8463161888336848,ASIA,5,0.22908799633824414,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4713.35,4715.65,4713.15,4715.65,0,0,0,1,0.9050723971551684,ASIA,6,0.055091509819257076,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4715.65,4715.85,4711.85,4712.65,0,0,0,1,0.9050723971551684,ASIA,6,0.055091509819257076,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4713.05,4716.15,4712.65,4713.35,0,0,0,1,0.9050723971551684,ASIA,6,0.055091509819257076,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4713.15,4716.85,4710.15,4710.65,0,0,0,1,0.9050723971551684,ASIA,6,0.055091509819257076,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4710.35,4714.35,4708.85,4713.35,0,0,0,1,0.6768342703902034,ASIA,7,0.017670947206583874,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4713.25,4714.65,4711.65,4714.25,0,0,0,1,0.6768342703902034,ASIA,7,0.017670947206583874,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
4714.35,4714.85,4709.35,4713.15,0,0,0,1,0.6768342703902034,ASIA,7,0.017670947206583874,day_anchor_std,server_midnight,0,0,0,0,0,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
