base_state,avg_run_length,flip_rate,n_bars,n_runs
BALANCE,2.988372093023256,0.3346303501945525,514,172
TRANSITION,4.375647668393782,0.2285375962107756,1689,386
TREND,3.7117903930131004,0.26941176470588235,850,229
