symbol,setup_family,baseline_id,episode_id,intent_side,entry_ts,horizon_bars,is_virtual_pair
US500.spot.mg,balance_stability,BALANCE_STABILITY,70,LONG,2023-07-05 18:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,70,SHORT,2023-07-05 18:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,71,LONG,2023-07-07 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,72,LONG,2023-07-11 04:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,73,LONG,2023-07-14 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,74,LONG,2023-07-19 22:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,74,SHORT,2023-07-19 22:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,75,LONG,2023-08-10 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,76,LONG,2023-08-13 18:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,76,SHORT,2023-08-13 18:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,77,SHORT,2023-08-17 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,78,LONG,2023-08-17 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,79,SHORT,2023-08-18 00:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,80,LONG,2023-08-20 22:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,80,SHORT,2023-08-20 22:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,81,SHORT,2023-08-25 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,82,LONG,2023-08-25 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,83,SHORT,2023-08-30 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,84,LONG,2023-09-01 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,84,SHORT,2023-09-01 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,85,SHORT,2023-09-01 10:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,86,LONG,2023-09-03 18:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,86,SHORT,2023-09-03 18:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,87,SHORT,2023-09-07 08:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,88,LONG,2023-09-11 08:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,89,SHORT,2023-09-18 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,90,LONG,2023-09-18 02:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,91,LONG,2023-09-19 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,91,SHORT,2023-09-19 20:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,92,SHORT,2023-09-21 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,93,LONG,2023-09-22 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,94,LONG,2023-09-25 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,94,SHORT,2023-09-25 20:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,95,SHORT,2023-09-27 12:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,96,LONG,2023-09-29 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,96,SHORT,2023-09-29 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,97,LONG,2023-09-29 08:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,98,SHORT,2023-10-03 10:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,99,LONG,2023-10-06 12:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,100,LONG,2023-10-08 22:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,100,SHORT,2023-10-08 22:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,101,SHORT,2023-10-18 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,102,SHORT,2023-10-19 00:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,103,LONG,2023-10-23 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,103,SHORT,2023-10-23 20:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,104,SHORT,2023-10-25 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,105,SHORT,2023-10-26 00:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,106,LONG,2023-10-27 04:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,106,SHORT,2023-10-27 04:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,107,LONG,2023-11-07 12:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,108,LONG,2023-11-08 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,108,SHORT,2023-11-08 20:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,109,LONG,2023-11-13 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,110,SHORT,2023-11-13 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,111,LONG,2023-11-13 06:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,112,LONG,2023-11-14 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,112,SHORT,2023-11-14 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,113,LONG,2023-11-14 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,114,LONG,2023-11-21 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,115,SHORT,2023-11-21 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,116,LONG,2023-11-27 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,116,SHORT,2023-11-27 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,117,LONG,2023-11-28 12:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,118,LONG,2023-11-29 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,118,SHORT,2023-11-29 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,119,LONG,2023-12-01 12:00:00,16,False
