setup_family,intent_side,n,median_mfe_bps,median_mae_bps,p_mfe_gt_mae,ooto_win_rate,ooto_loss_rate,ooto_discard_rate,ooto_none_rate,go_nogo
balance_stability,LONG,58,39.888984208112916,40.49496401680722,0.5172413793103449,,,,,HOLD
balance_stability,SHORT,58,40.49496401680722,39.888984208112916,0.4827586206896552,,,,,HOLD
state_reinforcement,LONG,61,45.88107809005518,45.386949532806064,0.47540983606557374,,,,,HOLD
state_reinforcement,SHORT,42,68.82788693417683,47.96198381371099,0.5476190476190477,,,,,HOLD
transition_resolution,LONG,39,53.27115015428531,65.61852645695792,0.46153846153846156,0.10256410256410256,0.8205128205128205,0.0,0.07692307692307693,HOLD
transition_resolution,SHORT,29,69.0977972098786,92.60747646859271,0.3793103448275862,0.06896551724137931,0.896551724137931,0.0,0.034482758620689655,HOLD
