symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,96.0,21.0,4.571428571428571,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING,0.013848631239935587,-0.013848631239935587,-1.3848631239935587
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,96.0,21.0,4.571428571428571,0.7916666666666666,0.4082482904638636,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.6518518518518519,0.13981481481481473,13.981481481481472
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,3346.0,390.0,8.57948717948718,0.014943215780035863,0.12134379528845757,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING,0.013848631239935587,0.0010945845401002761,0.10945845401002761
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,3346.0,390.0,8.57948717948718,0.5977286312014346,0.4904294014298836,0.0,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.6518518518518519,-0.0541232206504173,-5.41232206504173
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,24.0,7.0,3.4285714285714284,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE,0.013848631239935587,-0.013848631239935587,-1.3848631239935587
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,24.0,7.0,3.4285714285714284,0.6666666666666666,0.4815434123430766,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.6518518518518519,0.014814814814814725,1.4814814814814725
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,2744.0,339.0,8.094395280235988,0.013119533527696793,0.11380743179715751,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED,0.013848631239935587,-0.0007290977122387937,-0.07290977122387937
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,2744.0,339.0,8.094395280235988,0.7128279883381924,0.4525249995855559,0.0,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.6518518518518519,0.06097613648634048,6.097613648634049
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,20.0,3.0,6.666666666666667,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED,0.8747633610018931,0.1252366389981069,12.523663899810689
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,20.0,3.0,6.666666666666667,1.0,0.0,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED,0.7682151351876122,0.2317848648123878,23.17848648123878
