symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2.0,1.0,2.0,0.0,0.0,0.0,LOOK_FOR_transition_repricing_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED,0.0,0.0,0.0
USDCLP.mg,M15,baseline,PARENT_ESTRATO,610.0,87.0,7.011494252873563,0.5098360655737705,0.5003135036966438,0.0,LOOK_FOR_transition_repricing_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY,0.5273722627737226,-0.01753619719995214,-1.7536197199952142
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1672.0,176.0,9.5,0.617822966507177,0.48606486380328756,0.0,LOOK_FOR_transition_repricing_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED,0.6012004001333778,0.01662256637379922,1.662256637379922
USDCLP.mg,M15,baseline,PARENT_ESTRATO,269.0,50.0,5.38,0.1970260223048327,0.3984935289360349,0.0,LOOK_FOR_transition_dislocated_from_vwap,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.22171532846715328,-0.024689306162320568,-2.468930616232057
USDCLP.mg,M15,baseline,PARENT_ESTRATO,728.0,106.0,6.867924528301887,0.4111111111111111,0.49237737699701317,0.01098901098901099,LOOK_FOR_transition_dislocated_from_vwap,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.2590863621207069,0.1520247489904042,15.20247489904042
USDCLP.mg,M15,baseline,PARENT_ESTRATO,37.0,10.0,3.7,0.918918918918919,0.2767247306920301,0.0,LOOK_FOR_balance_dislocated_from_vwap,BALANCE_DEGRADATION,BALANCE,BALANCE_LEAKING,0.8283752860411899,0.09054363287772904,9.054363287772905
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,2.0,4.0,1.0,0.0,0.0,LOOK_FOR_balance_dislocated_from_vwap,BALANCE_DEGRADATION,BALANCE,BALANCE_UNCLASSIFIED,0.7667844522968198,0.2332155477031802,23.32155477031802
USDCLP.mg,M15,baseline,PARENT_ESTRATO,121.0,26.0,4.653846153846154,0.24793388429752067,0.4336087279167932,0.0,LOOK_FOR_trend_late_session,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.29245283018867924,-0.04451894589115857,-4.451894589115857
USDCLP.mg,M15,baseline,PARENT_ESTRATO,333.0,61.0,5.459016393442623,0.4444444444444444,0.49765178172098146,0.0,LOOK_FOR_trend_late_session,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.49516908212560384,-0.050724637681159424,-5.072463768115942
USDCLP.mg,M15,baseline,PARENT_ESTRATO,322.0,62.0,5.193548387096774,0.5,0.5007782105876581,0.0,LOOK_FOR_trend_late_session,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.5007704160246533,-0.0007704160246533309,-0.07704160246533309
