symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full
USDCLP.mg,M15,baseline,28.0,4.0,7.0,0.4642857142857143,0.50787450018337,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_COMPRESSING
USDCLP.mg,M15,baseline,28.0,4.0,7.0,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING
USDCLP.mg,M15,baseline,437.0,79.0,5.531645569620253,0.8283752860411899,0.37748609079755074,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_LEAKING
USDCLP.mg,M15,baseline,437.0,79.0,5.531645569620253,0.04805491990846682,0.2141274521966422,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING
USDCLP.mg,M15,baseline,2.0,1.0,2.0,0.0,0.0,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_STABLE
USDCLP.mg,M15,baseline,2.0,1.0,2.0,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE
USDCLP.mg,M15,baseline,283.0,55.0,5.1454545454545455,0.7667844522968198,0.4236274199849263,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_UNCLASSIFIED
USDCLP.mg,M15,baseline,283.0,55.0,5.1454545454545455,0.04946996466431095,0.2172312923553319,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED
USDCLP.mg,M15,baseline,8.0,2.0,4.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,8.0,2.0,4.0,0.0,0.0,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,8.0,2.0,4.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,1096.0,125.0,8.768,0.7782846715328468,0.41559021701328647,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,1096.0,125.0,8.768,0.5273722627737226,0.49947811312887763,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,1096.0,125.0,8.768,0.22171532846715328,0.41559021701328647,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,3007.0,218.0,13.793577981651376,0.7409136378792931,0.4382061713887354,0.002660458929165281,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,3007.0,218.0,13.793577981651376,0.6012004001333778,0.4897330413817889,0.002660458929165281,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,3007.0,218.0,13.793577981651376,0.2590863621207069,0.4382061713887354,0.002660458929165281,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,212.0,39.0,5.435897435897436,0.7075471698113207,0.4559658491426411,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE
USDCLP.mg,M15,baseline,212.0,39.0,5.435897435897436,0.29245283018867924,0.4559658491426411,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE
USDCLP.mg,M15,baseline,828.0,109.0,7.5963302752293576,0.5048309178743962,0.5002788537140042,0.0,STATE_FRAGILITY,TREND,TREND_STRONG
USDCLP.mg,M15,baseline,828.0,109.0,7.5963302752293576,0.49516908212560384,0.5002788537140042,0.0,STATE_REINFORCEMENT,TREND,TREND_STRONG
USDCLP.mg,M15,baseline,649.0,101.0,6.425742574257426,0.49922958397534667,0.5003850597413254,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED
USDCLP.mg,M15,baseline,649.0,101.0,6.425742574257426,0.5007704160246533,0.5003850597413254,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED
