symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
US500.spot.mg,M30,baseline,PARENT_ESTRATO,16.0,3.0,5.333333333333333,0.75,0.4472135954999579,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.7837837837837838,-0.03378378378378377,-3.378378378378377
US500.spot.mg,M30,baseline,PARENT_ESTRATO,476.0,87.0,5.471264367816092,0.6890756302521008,0.46335888847758155,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.6074429771908764,0.08163265306122447,8.163265306122447
US500.spot.mg,M30,baseline,PARENT_ESTRATO,4.0,1.0,4.0,1.0,0.0,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.8431372549019608,0.1568627450980392,15.686274509803921
US500.spot.mg,M30,baseline,PARENT_ESTRATO,420.0,77.0,5.454545454545454,0.7857142857142857,0.4108152605681986,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.728874830546769,0.05683945516751665,5.683945516751665
US500.spot.mg,M30,baseline,PARENT_ESTRATO,4.0,1.0,4.0,0.0,0.0,0.0,LOOK_FOR_transition_inventory_reset,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.08243594504270331,-0.08243594504270331,-8.24359450427033
US500.spot.mg,M30,baseline,PARENT_ESTRATO,34.0,10.0,3.4,0.11764705882352941,0.32703497008386456,0.0,LOOK_FOR_transition_inventory_reset,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.1533410847411258,-0.03569402591759638,-3.569402591759638
US500.spot.mg,M30,baseline,PARENT_ESTRATO,120.0,27.0,4.444444444444445,0.1,0.30125786715206004,0.0,LOOK_FOR_transition_initiative,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.08243594504270331,0.017564054957296696,1.7564054957296695
US500.spot.mg,M30,baseline,PARENT_ESTRATO,822.0,176.0,4.670454545454546,0.24817518248175183,0.43221698938376213,0.0,LOOK_FOR_transition_initiative,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.1533410847411258,0.09483409774062604,9.483409774062604
US500.spot.mg,M30,baseline,PARENT_ESTRATO,130.0,23.0,5.6521739130434785,0.7076923076923077,0.45658241478484207,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.5,0.20769230769230773,20.769230769230774
US500.spot.mg,M30,baseline,PARENT_ESTRATO,994.0,118.0,8.423728813559322,0.8148893360160966,0.3885828278833779,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7165567393877896,0.09833259662830696,9.833259662830695
US500.spot.mg,M30,baseline,PARENT_ESTRATO,602.0,80.0,7.525,0.8571428571428571,0.3502181058346152,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.722242314647378,0.13490054249547911,13.490054249547912
US500.spot.mg,M30,baseline,PARENT_ESTRATO,115.0,24.0,4.791666666666667,0.4782608695652174,0.5017133117025979,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.5,-0.021739130434782594,-2.1739130434782594
US500.spot.mg,M30,baseline,PARENT_ESTRATO,710.0,102.0,6.96078431372549,0.7154929577464789,0.45149739500205033,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7165567393877896,-0.0010637816413107126,-0.10637816413107126
US500.spot.mg,M30,baseline,PARENT_ESTRATO,508.0,83.0,6.120481927710843,0.6771653543307087,0.4680209669063719,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.722242314647378,-0.0450769603166693,-4.50769603166693
US500.spot.mg,M30,baseline,PARENT_ESTRATO,12.0,3.0,4.0,0.5,0.5222329678670935,0.0,LOOK_FOR_trend_overextended,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.5,0.0,0.0
US500.spot.mg,M30,baseline,PARENT_ESTRATO,340.0,50.0,6.8,0.7176470588235294,0.4508075927538708,0.0,LOOK_FOR_trend_overextended,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7165567393877896,0.0010903194357397838,0.10903194357397838
US500.spot.mg,M30,baseline,PARENT_ESTRATO,276.0,33.0,8.363636363636363,0.7898550724637681,0.40815146120437673,0.0,LOOK_FOR_trend_overextended,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.722242314647378,0.06761275781639009,6.761275781639009
