symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state
US500.spot.mg,M30,baseline,1916.0,141.0,13.588652482269504,0.01882845188284519,0.135954435167694,0.0020876826722338203,BALANCE_ESCAPE,BALANCE
US500.spot.mg,M30,baseline,1916.0,141.0,13.588652482269504,0.6705020920502092,0.47015385325532577,0.0020876826722338203,BALANCE_STABILITY,BALANCE
US500.spot.mg,M30,baseline,6363.0,259.0,24.56756756756757,0.862957724343863,0.3439190007821677,0.0,TRANSITION_NOISE,TRANSITION
US500.spot.mg,M30,baseline,6363.0,259.0,24.56756756756757,0.7595473833097596,0.4273919313804271,0.0,TRANSITION_PERSISTENCE,TRANSITION
US500.spot.mg,M30,baseline,6363.0,259.0,24.56756756756757,0.13704227565613705,0.3439190007821677,0.0,TRANSITION_RESOLUTION,TRANSITION
US500.spot.mg,M30,baseline,3188.0,204.0,15.627450980392156,0.2835633626097867,0.45079809998877324,0.0,STATE_FRAGILITY,TREND
US500.spot.mg,M30,baseline,3188.0,204.0,15.627450980392156,0.7164366373902133,0.45079809998877324,0.0,STATE_REINFORCEMENT,TREND
