symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full
US500.spot.mg,M30,baseline,28.0,5.0,5.6,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING
US500.spot.mg,M30,baseline,28.0,5.0,5.6,0.8571428571428571,0.356348322549899,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING
US500.spot.mg,M30,baseline,1122.0,121.0,9.272727272727273,0.024955436720142603,0.15605886424544024,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING
US500.spot.mg,M30,baseline,1122.0,121.0,9.272727272727273,0.6256684491978609,0.4841656412019723,0.0,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING
US500.spot.mg,M30,baseline,32.0,6.0,5.333333333333333,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE
US500.spot.mg,M30,baseline,32.0,6.0,5.333333333333333,0.75,0.43994134506405985,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE
US500.spot.mg,M30,baseline,734.0,93.0,7.89247311827957,0.010958904109589041,0.10418097032410761,0.005449591280653951,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED
US500.spot.mg,M30,baseline,734.0,93.0,7.89247311827957,0.7287671232876712,0.4449008311241109,0.005449591280653951,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED
US500.spot.mg,M30,baseline,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED
US500.spot.mg,M30,baseline,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED
US500.spot.mg,M30,baseline,12.0,1.0,12.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED
US500.spot.mg,M30,baseline,1554.0,127.0,12.236220472440944,0.918918918918919,0.27304746017480463,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY
US500.spot.mg,M30,baseline,1554.0,127.0,12.236220472440944,0.8005148005148005,0.399742019318397,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY
US500.spot.mg,M30,baseline,1554.0,127.0,12.236220472440944,0.08108108108108109,0.27304746017480486,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY
US500.spot.mg,M30,baseline,4797.0,247.0,19.42105263157895,0.844486137169064,0.3624316271914983,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED
US500.spot.mg,M30,baseline,4797.0,247.0,19.42105263157895,0.7456743798207213,0.43552685478487024,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED
US500.spot.mg,M30,baseline,4797.0,247.0,19.42105263157895,0.155513862830936,0.3624316271914983,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED
US500.spot.mg,M30,baseline,288.0,51.0,5.647058823529412,0.4305555555555556,0.496015872761896,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE
US500.spot.mg,M30,baseline,288.0,51.0,5.647058823529412,0.5694444444444444,0.496015872761896,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE
US500.spot.mg,M30,baseline,1877.0,166.0,11.30722891566265,0.2717101758124667,0.44495981607195295,0.0,STATE_FRAGILITY,TREND,TREND_STRONG
US500.spot.mg,M30,baseline,1877.0,166.0,11.30722891566265,0.7282898241875333,0.44495981607195295,0.0,STATE_REINFORCEMENT,TREND,TREND_STRONG
US500.spot.mg,M30,baseline,1023.0,112.0,9.133928571428571,0.26392961876832843,0.44097716939335685,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED
US500.spot.mg,M30,baseline,1023.0,112.0,9.133928571428571,0.7360703812316716,0.44097716939335685,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED
