symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,control_p_mean,uplift,uplift_pp
US500.spot.mg,M30,baseline,PARENT_ESTRATO,219.0,32.0,6.84375,0.8721461187214612,0.3346920488183212,0.0,LOOK_FOR_balance_overnight_compression,BALANCE_STABILITY,BALANCE,0.6705020920502092,0.20164402667125203,20.164402667125202
US500.spot.mg,M30,baseline,PARENT_ESTRATO,718.0,73.0,9.835616438356164,0.8328690807799443,0.3733528020182624,0.0,LOOK_FOR_trend_pullback_asia,STATE_REINFORCEMENT,TREND,0.7164366373902133,0.11643244338973091,11.64324433897309
