open,high,low,close,tick_volume,spread,real_volume,state_hat_H2,margin_H2,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_balance_vwap_proximity,LOOK_FOR_balance_extreme_to_center,LOOK_FOR_balance_compression,LOOK_FOR_balance_vwap_body_deviation,LOOK_FOR_trend_strong_orderly,LOOK_FOR_trend_liquidity_sweep,LOOK_FOR_trend_prev_vwap_pullback,LOOK_FOR_transition_chop_near_vwap,LOOK_FOR_transition_acceptance,quality_label,quality_label_full,base_state
2624.73,2625.31,2623.09,2623.28,0,0,0,1,0.8177033402479617,ASIA,1,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2623.28,2624.06,2621.33,2623.38,0,0,0,1,0.8177033402479617,ASIA,1,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2623.38,2626.11,2622.38,2625.96,0,0,0,1,0.8177033402479617,ASIA,2,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2625.98,2627.45,2625.01,2625.03,0,0,0,1,0.8177033402479617,ASIA,2,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2625.03,2632.62,2623.47,2632.22,0,0,0,1,0.8177033402479617,ASIA,2,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2632.21,2634.13,2631.27,2632.6,0,0,0,1,0.8177033402479617,ASIA,2,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2632.62,2636.17,2632.25,2635.26,0,0,0,1,0.8177033402479617,ASIA,3,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2635.1,2635.42,2631.95,2634.35,0,0,0,1,0.8177033402479617,ASIA,3,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2634.35,2634.96,2632.62,2633.04,0,0,0,1,0.8177033402479617,ASIA,3,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2633.04,2633.83,2631.96,2633.29,0,0,0,1,0.8177033402479617,ASIA,3,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2633.29,2633.31,2631.69,2632.03,0,0,0,1,0.8177033402479617,ASIA,4,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2632.04,2633.81,2630.76,2633.6,0,0,0,1,0.8177033402479617,ASIA,4,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2633.6,2634.94,2632.75,2634.54,0,0,0,1,0.8177033402479617,ASIA,4,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2634.48,2636.09,2633.64,2633.68,0,0,0,1,0.8177033402479617,ASIA,4,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,UNCLASSIFIED,TRANSITION_UNCLASSIFIED,TRANSITION
2633.69,2634.05,2630.97,2633.86,0,0,0,1,0.8177033402479617,LONDON,5,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
2633.85,2635.06,2633.04,2633.8,0,0,0,1,0.8177033402479617,LONDON,5,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
2633.79,2635.58,2633.22,2633.99,0,0,0,1,0.8177033402479617,LONDON,5,,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,0,0,TRANSITION_FAILED,TRANSITION_FAILED,TRANSITION
