base_state,avg_run_length,flip_rate,n_bars,n_runs
BALANCE,2.8914185639229424,0.34585099939430647,1651,571
TRANSITION,4.487115544472153,0.22286031863653205,5398,1203
TREND,3.2597014925373133,0.3067765567765568,2184,670
