open,high,low,close,tick_volume,spread,real_volume,state_hat_H2,margin_H2,ctx_session_bucket,ctx_state_age,ctx_dist_vwap_atr,ctx_vwap_source,ctx_vwap_anchor,LOOK_FOR_balance_vwap_proximity,LOOK_FOR_balance_extreme_to_center,LOOK_FOR_balance_compression,LOOK_FOR_balance_vwap_body_deviation,LOOK_FOR_trend_strong_orderly,LOOK_FOR_trend_liquidity_sweep,LOOK_FOR_trend_prev_vwap_pullback,LOOK_FOR_transition_chop_near_vwap,LOOK_FOR_transition_acceptance,quality_label,quality_label_full,base_state
2657.99,2660.75,2657.99,2659.35,0,0,0,1,0.9902157390957405,ASIA,2,0.18989079435337095,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2659.35,2660.58,2658.3,2660.37,0,0,0,1,0.9902157390957405,ASIA,2,0.18989079435337095,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2660.38,2662.07,2657.72,2658.47,0,0,0,1,0.9902157390957405,ASIA,2,0.18989079435337095,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2658.46,2659.75,2656.34,2659.07,0,0,0,1,0.9902157390957405,ASIA,2,0.18989079435337095,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2659.04,2663.67,2655.87,2658.91,0,0,0,1,0.9366368620456219,ASIA,3,0.4556103575832527,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2658.92,2662.72,2658.57,2662.16,0,0,0,1,0.9366368620456219,ASIA,3,0.4556103575832527,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2662.13,2664.93,2660.93,2663.19,0,0,0,1,0.9366368620456219,ASIA,3,0.4556103575832527,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2663.19,2663.29,2661.69,2661.95,0,0,0,1,0.9366368620456219,ASIA,3,0.4556103575832527,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2661.93,2664.01,2661.4,2663.67,0,0,0,1,0.9301352696097488,ASIA,4,0.02522293763791931,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2663.67,2663.79,2661.51,2662.49,0,0,0,1,0.9301352696097488,ASIA,4,0.02522293763791931,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2662.47,2662.57,2659.58,2660.16,0,0,0,1,0.9301352696097488,ASIA,4,0.02522293763791931,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
2660.16,2660.16,2655.53,2658.2,0,0,0,1,0.9301352696097488,ASIA,4,0.02522293763791931,day_anchor_std,ny_rollover_17,0,0,0,0,0,0,0,1,0,TRANSITION_NOISY,TRANSITION_NOISY,TRANSITION
