sample,trades,ev_trade_net,ev_total_net,winrate,mean_cost
research_2023_2024,91,0.0008034410234170972,0.07311313313095584,0.5274725274725275,0.0
oos_2025,56,0.0011757267053548125,0.0658406954998695,0.5357142857142857,0.00012893773352270504
