combo,sample,trades,ev_trade_net,ev_total_net,winrate
combo_open,research_2023_2024,291,0.0005286197900764233,0.15382835891223917,0.5498281786941581
combo_open,oos_2025,192,0.0031148203476411614,0.598045506747103,0.65625
combo_open,full_2023_2025,483,0.0015566746701021577,0.7518738656593421,0.5921325051759835
combo_session_pruned,research_2023_2024,93,0.002623872000741122,0.24402009606892436,0.6129032258064516
combo_session_pruned,oos_2025,60,0.0016610406284772148,0.0996624377086329,0.6333333333333333
combo_session_pruned,full_2023_2025,153,0.0022462910704415502,0.3436825337775572,0.6209150326797386
