engine_name,ctx_session_bucket,trades,ev_trade,ev_total,winrate
state_reinforcement_long_TS,NY_PM,33,0.0034184599460599344,0.11280917821997784,0.6363636363636364
state_reinforcement_long_TS,LONDON,23,0.00027201252543780375,0.006256288085069487,0.5652173913043478
state_reinforcement_long_TS,NY,15,-0.00029526866558009614,-0.0044290299837014425,0.6
state_reinforcement_long_TS,ASIA,18,-0.0008123945684751103,-0.014623102232551985,0.5
transition_persistence_long_TU,NY,21,0.0034215556020357743,0.07185266764275126,0.6666666666666666
transition_persistence_long_TU,NY_PM,39,0.0015220064155434686,0.05935825020619527,0.5641025641025641
transition_persistence_long_TU,ASIA,103,-1.5921456902607348e-05,-0.0016399100609685567,0.5339805825242718
transition_persistence_long_TU,LONDON,39,-0.0019424611016546846,-0.0757559829645327,0.4358974358974359
