symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
USDCLP.mg,M15,baseline,PARENT_ESTRATO,44.0,8.0,5.5,0.4318181818181818,0.5010559673853124,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_COMPRESSING,0.6704361873990307,-0.23861800558084884,-23.861800558084884
USDCLP.mg,M15,baseline,PARENT_ESTRATO,44.0,8.0,5.5,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING,0.051696284329563816,-0.051696284329563816,-5.169628432956381
USDCLP.mg,M15,baseline,PARENT_ESTRATO,649.0,101.0,6.425742574257426,0.7349768875192604,0.4416859266473417,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_LEAKING,0.6704361873990307,0.06454070012022972,6.454070012022973
USDCLP.mg,M15,baseline,PARENT_ESTRATO,649.0,101.0,6.425742574257426,0.05084745762711865,0.21985557092165253,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING,0.051696284329563816,-0.0008488267024451684,-0.08488267024451684
USDCLP.mg,M15,baseline,PARENT_ESTRATO,19.0,5.0,3.8,0.8421052631578947,0.37463432463267754,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_STABLE,0.6704361873990307,0.17166907575886403,17.166907575886402
USDCLP.mg,M15,baseline,PARENT_ESTRATO,19.0,5.0,3.8,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE,0.051696284329563816,-0.051696284329563816,-5.169628432956381
USDCLP.mg,M15,baseline,PARENT_ESTRATO,526.0,80.0,6.575,0.6045627376425855,0.48940984758546946,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_UNCLASSIFIED,0.6704361873990307,-0.06587344975644516,-6.587344975644516
USDCLP.mg,M15,baseline,PARENT_ESTRATO,526.0,80.0,6.575,0.058935361216730035,0.23572786489946423,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED,0.051696284329563816,0.0072390768871662195,0.7239076887166219
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,1.0,8.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED,0.800259965337955,0.19974003466204504,19.974003466204504
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,1.0,8.0,0.5,0.5345224838248488,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED,0.5933708838821491,-0.09337088388214909,-9.337088388214909
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,1.0,8.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED,0.19974003466204507,-0.19974003466204507,-19.974003466204508
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1702.0,162.0,10.506172839506172,0.8692579505300353,0.337217342749199,0.0023501762632197414,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY,0.800259965337955,0.06899798519208034,6.8997985192080336
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1702.0,162.0,10.506172839506172,0.5930506478209658,0.49141000553923175,0.0023501762632197414,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY,0.5933708838821491,-0.00032023606118325443,-0.03202360611832544
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1702.0,162.0,10.506172839506172,0.13074204946996468,0.337217342749199,0.0023501762632197414,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.19974003466204507,-0.06899798519208039,-6.899798519208039
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2910.0,221.0,13.167420814479637,0.7594501718213058,0.4274908285358489,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED,0.800259965337955,-0.04080979351664915,-4.080979351664915
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2910.0,221.0,13.167420814479637,0.5938144329896907,0.49120440435661494,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED,0.5933708838821491,0.0004435491075416298,0.04435491075416298
