symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full
USDCLP.mg,M15,baseline,44.0,8.0,5.5,0.4318181818181818,0.5010559673853124,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_COMPRESSING
USDCLP.mg,M15,baseline,44.0,8.0,5.5,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING
USDCLP.mg,M15,baseline,649.0,101.0,6.425742574257426,0.7349768875192604,0.4416859266473417,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_LEAKING
USDCLP.mg,M15,baseline,649.0,101.0,6.425742574257426,0.05084745762711865,0.21985557092165253,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING
USDCLP.mg,M15,baseline,19.0,5.0,3.8,0.8421052631578947,0.37463432463267754,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_STABLE
USDCLP.mg,M15,baseline,19.0,5.0,3.8,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE
USDCLP.mg,M15,baseline,526.0,80.0,6.575,0.6045627376425855,0.48940984758546946,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_UNCLASSIFIED
USDCLP.mg,M15,baseline,526.0,80.0,6.575,0.058935361216730035,0.23572786489946423,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED
USDCLP.mg,M15,baseline,8.0,1.0,8.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,8.0,1.0,8.0,0.5,0.5345224838248488,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,8.0,1.0,8.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED
USDCLP.mg,M15,baseline,1702.0,162.0,10.506172839506172,0.8692579505300353,0.337217342749199,0.0023501762632197414,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,1702.0,162.0,10.506172839506172,0.5930506478209658,0.49141000553923175,0.0023501762632197414,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,1702.0,162.0,10.506172839506172,0.13074204946996468,0.337217342749199,0.0023501762632197414,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY
USDCLP.mg,M15,baseline,2910.0,221.0,13.167420814479637,0.7594501718213058,0.4274908285358489,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,2910.0,221.0,13.167420814479637,0.5938144329896907,0.49120440435661494,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,2910.0,221.0,13.167420814479637,0.24054982817869416,0.4274908285358489,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED
USDCLP.mg,M15,baseline,139.0,30.0,4.633333333333334,0.6762589928057554,0.46959475804621703,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE
USDCLP.mg,M15,baseline,139.0,30.0,4.633333333333334,0.3237410071942446,0.46959475804621703,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE
USDCLP.mg,M15,baseline,862.0,114.0,7.56140350877193,0.5454545454545454,0.4982200203858415,0.004640371229698376,STATE_FRAGILITY,TREND,TREND_STRONG
USDCLP.mg,M15,baseline,862.0,114.0,7.56140350877193,0.45454545454545453,0.49822002038584146,0.004640371229698376,STATE_REINFORCEMENT,TREND,TREND_STRONG
USDCLP.mg,M15,baseline,452.0,71.0,6.366197183098592,0.5353982300884956,0.499298017905361,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED
USDCLP.mg,M15,baseline,452.0,71.0,6.366197183098592,0.4646017699115044,0.499298017905361,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED
