entry_time,ret_net,equity
2023-01-26 06:00:00,0.006677629274409685,1.0066776292744097
2023-02-01 02:00:00,-0.004600865006693191,1.0020460413968602
2023-02-14 02:00:00,-0.006112813881172966,0.995920720445435
2023-02-16 02:00:00,-0.0047924002867331585,0.9911478696992089
2023-03-22 02:00:00,-0.006715438583954371,0.9844918770526266
2023-03-29 04:00:00,0.004412953915620168,0.9888363943363623
2023-04-28 02:00:00,-0.0050251233141525315,0.9838673695173001
2023-05-01 02:00:00,-0.002944168511758765,0.9809706981882205
2023-05-04 04:00:00,-0.004825092573154902,0.9762374237579099
2023-05-04 06:00:00,-0.004846136518081921,0.9715064439283184
2023-05-08 02:00:00,0.000677170876815186,0.9721643197987849
2023-05-29 02:00:00,-0.0008291972186356153,0.971358203848751
2023-06-02 02:00:00,0.004327056757786105,0.9755613259289456
2023-06-02 08:00:00,0.004316922664057803,0.9797727487270266
2023-06-05 04:00:00,-0.003939972235644382,0.9759124712998012
2023-06-13 02:00:00,-0.00296112210173396,0.9730226753116775
2023-06-13 08:00:00,0.003871415134459635,0.9767896500230516
2023-06-16 02:00:00,0.004739683211224351,0.9814193235281635
2023-07-03 04:00:00,0.000864061763583806,0.9822673304396665
2023-07-11 06:00:00,0.003385533938577384,0.9855928298236257
2023-07-12 02:00:00,0.003712695332808564,0.9892520357229615
2023-07-12 08:00:00,0.003941929549698168,0.9931515975546769
2023-08-17 04:00:00,-0.00404235617498314,0.9891369250616073
2023-08-25 04:00:00,0.006072088935558328,0.9951430524400261
2023-08-30 02:00:00,0.0035755926933541426,0.9987012786671727
2023-09-18 04:00:00,-0.00031398582578284415,0.9983877006214801
2023-09-22 06:00:00,-0.004458815197670785,0.9939360743687814
2023-11-13 02:00:00,0.005395350041022512,0.9992987074084007
2023-11-21 02:00:00,-0.0025367658962381265,0.9967637205272922
2023-12-06 08:00:00,-0.0024149897097974597,0.9943565463991194
2023-12-08 02:00:00,-0.0032588095403175595,0.9911161277992367
2023-12-14 02:00:00,-0.0036664942183137006,0.9874822062469835
2023-12-21 06:00:00,-0.003927466410502293,0.9836039030509797
2023-12-28 02:00:00,-0.0016279510747082338,0.9820026440199205
2024-01-03 04:00:00,-0.002398831412626106,0.9796469852301637
2024-01-09 02:00:00,-0.004455126567488317,0.9752825339195049
2024-01-30 02:00:00,-0.002365378913288224,0.9729756211792734
2024-02-15 02:00:00,0.005804904030887668,0.9786236512846124
2024-02-16 04:00:00,-0.0042528167790528105,0.9744617442000513
2024-02-23 04:00:00,-0.0016896372191715597,0.972815257368392
2024-03-06 04:00:00,0.004402527087297296,0.9770981028898925
2024-03-13 06:00:00,-0.0038804483838572883,0.9733065241356634
2024-03-20 02:00:00,0.004348625891963434,0.9775390700873366
2024-03-21 04:00:00,-0.002064386011644348,0.9755210521052124
2024-04-24 02:00:00,-0.00508907911198762,0.9705565482956396
2024-05-02 08:00:00,-0.004041165519930339,0.9666343686375246
2024-05-03 02:00:00,0.006306348396878633,0.9727303017385496
2024-05-10 02:00:00,0.0033687334817392384,0.9760071708747184
2024-05-24 04:00:00,0.004896630801326209,0.980786317649939
2024-06-06 02:00:00,-0.0037495852040765614,0.9771087757849181
2024-06-28 02:00:00,0.002749213259072239,0.9797950561868618
2024-07-08 06:00:00,0.0032550702033396213,0.9829843578796351
2024-07-09 02:00:00,-0.0009571175555037756,0.9820435262939229
2024-08-09 02:00:00,0.003795743881242038,0.9857711119999663
2024-08-14 02:00:00,0.00425590587370156,0.9899664610656522
2024-08-20 02:00:00,-0.004208228875493247,0.9858004556184259
2024-09-16 02:00:00,-0.004312936021202219,0.9815487613236716
2024-09-19 06:00:00,0.0024087985419432613,0.9839131145487943
2024-10-02 08:00:00,-0.0030458096979720426,0.9809163024425397
2024-10-16 06:00:00,0.004790168036085886,0.9856150563605754
2024-10-24 02:00:00,0.0030738240258071903,0.988644663601014
2024-11-01 06:00:00,0.005627323635328845,0.9942080870834377
2024-11-06 02:00:00,0.0080995711054903,1.0022607461784234
2024-11-06 04:00:00,0.008135446862756003,1.010414585221584
2024-11-18 02:00:00,-0.003156110088766412,1.0072256055553295
2024-11-25 06:00:00,-0.0032628613061520158,1.0039391681003975
2024-12-03 02:00:00,-0.00197720796259013,1.0019541715832734
2024-12-19 06:00:00,-0.0076314880649611914,0.9943077702811975
2024-12-26 02:00:00,-0.0014489393763764925,0.9928670786006001
