symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
USDCLP.mg,M15,baseline,PARENT_ESTRATO,59.0,10.0,5.9,0.4745762711864407,0.5036395879988479,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_COMPRESSING,0.7182599898836621,-0.24368371869722144,-24.368371869722143
USDCLP.mg,M15,baseline,PARENT_ESTRATO,59.0,10.0,5.9,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING,0.05007587253414264,-0.05007587253414264,-5.007587253414264
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1088.0,181.0,6.011049723756906,0.7729779411764706,0.41909960817647873,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_LEAKING,0.7182599898836621,0.05471795129280843,5.471795129280843
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1088.0,181.0,6.011049723756906,0.04963235294117647,0.2172840910210286,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING,0.05007587253414264,-0.00044351959296617255,-0.044351959296617255
USDCLP.mg,M15,baseline,PARENT_ESTRATO,21.0,6.0,3.5,0.7619047619047619,0.4364357804719847,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_STABLE,0.7182599898836621,0.04364477202109973,4.364477202109973
USDCLP.mg,M15,baseline,PARENT_ESTRATO,21.0,6.0,3.5,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE,0.05007587253414264,-0.05007587253414264,-5.007587253414264
USDCLP.mg,M15,baseline,PARENT_ESTRATO,809.0,135.0,5.992592592592593,0.6613102595797281,0.4735569679428079,0.0,BALANCE_DEGRADATION,BALANCE,BALANCE_UNCLASSIFIED,0.7182599898836621,-0.05694973030393402,-5.6949730303934025
USDCLP.mg,M15,baseline,PARENT_ESTRATO,809.0,135.0,5.992592592592593,0.05562422744128554,0.2293364021539078,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED,0.05007587253414264,0.005548354907142901,0.5548354907142901
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,2.0,4.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED,0.7767601602747567,0.2232398397252433,22.32398397252433
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,2.0,4.0,0.0,0.0,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED,0.5861476817401259,-0.5861476817401259,-58.61476817401259
USDCLP.mg,M15,baseline,PARENT_ESTRATO,8.0,2.0,4.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED,0.22323983972524328,-0.22323983972524328,-22.323983972524328
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2806.0,287.0,9.777003484320558,0.8340471092077087,0.37210474899903134,0.0014255167498218105,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY,0.7767601602747567,0.05728694893295205,5.728694893295206
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2806.0,287.0,9.777003484320558,0.5656673804425411,0.49575751074532876,0.0014255167498218105,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY,0.5861476817401259,-0.020480301297584824,-2.0480301297584824
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2806.0,287.0,9.777003484320558,0.16595289079229122,0.37210474899903134,0.0014255167498218105,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.22323983972524328,-0.05728694893295205,-5.728694893295206
USDCLP.mg,M15,baseline,PARENT_ESTRATO,5925.0,439.0,13.496583143507973,0.7493670886075949,0.4334140738168822,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED,0.7767601602747567,-0.02739307166716176,-2.739307166716176
USDCLP.mg,M15,baseline,PARENT_ESTRATO,5925.0,439.0,13.496583143507973,0.5966244725738397,0.4906162823473237,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED,0.5861476817401259,0.010476790833713778,1.0476790833713778
USDCLP.mg,M15,baseline,PARENT_ESTRATO,5925.0,439.0,13.496583143507973,0.25063291139240507,0.4334140738168822,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.22323983972524328,0.02739307166716179,2.739307166716179
USDCLP.mg,M15,baseline,PARENT_ESTRATO,354.0,70.0,5.057142857142857,0.6977401129943502,0.45988726322180523,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE,0.5409105380452085,0.15682957494914174,15.682957494914174
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1692.0,223.0,7.5874439461883405,0.5260663507109005,0.4994680516893983,0.002364066193853428,STATE_FRAGILITY,TREND,TREND_STRONG,0.5409105380452085,-0.014844187334308034,-1.4844187334308034
USDCLP.mg,M15,baseline,PARENT_ESTRATO,1099.0,171.0,6.426900584795321,0.5131938125568699,0.5000534486167653,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED,0.5409105380452085,-0.02771672548833859,-2.771672548833859
