symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,control_p_mean,uplift,uplift_pp
USDCLP.mg,M15,baseline,PARENT_ESTRATO,4942.0,417.0,11.851318944844124,0.5932820720356131,0.49127109724877377,0.0,LOOK_FOR_transition_repricing_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,0.5861476817401259,0.007134390295487236,0.7134390295487236
USDCLP.mg,M15,baseline,PARENT_ESTRATO,2099.0,245.0,8.56734693877551,0.30157217722725105,0.45904988078443965,0.0,LOOK_FOR_transition_dislocated_from_vwap,TRANSITION_RESOLUTION,TRANSITION,0.22323983972524328,0.07833233750200777,7.833233750200777
USDCLP.mg,M15,baseline,PARENT_ESTRATO,205.0,42.0,4.880952380952381,0.8,0.400979193631652,0.0,LOOK_FOR_balance_dislocated_from_vwap,BALANCE_DEGRADATION,BALANCE,0.7182599898836621,0.08174001011633791,8.174001011633791
