symbol,episode_id,setup_family,baseline_id,intent_side,entry_ts,horizon_bars,entry_close,mfe_points,mae_points,mfe_bps,mae_bps,mfe_gt_mae,exit_ts,n_window,is_virtual_pair,ooto_tp_bps,ooto_sl_bps,ooto_outcome
XAUUSD.mg,3,balance_stability,BALANCE_STABILITY,LONG,2023-01-04 22:00:00,10,1854.16,4.869999999999891,29.070000000000164,26.26526297622584,156.78258618458042,False,2023-01-05 16:00:00,10,True,,,
XAUUSD.mg,5,balance_stability,BALANCE_STABILITY,LONG,2023-01-05 06:00:00,10,1850.73,4.910000000000082,25.6400000000001,26.5300719175681,138.5399274880728,False,2023-01-06 00:00:00,10,True,,,
XAUUSD.mg,11,balance_stability,BALANCE_STABILITY,LONG,2023-01-10 00:00:00,10,1870.67,10.079999999999927,2.8700000000001182,53.88443712680445,15.342096681938118,True,2023-01-10 18:00:00,10,True,,,
XAUUSD.mg,19,balance_stability,BALANCE_STABILITY,LONG,2023-01-17 22:00:00,10,1908.22,17.710000000000036,11.6400000000001,92.80900525096706,60.999255851003035,True,2023-01-18 16:00:00,10,True,,,
XAUUSD.mg,25,balance_stability,BALANCE_STABILITY,LONG,2023-01-20 18:00:00,10,1929.45,6.119999999999891,10.539999999999964,31.7188836196838,54.62696623390067,False,2023-01-23 12:00:00,10,True,,,
XAUUSD.mg,30,balance_stability,BALANCE_STABILITY,LONG,2023-01-27 20:00:00,10,1926.68,7.789999999999964,5.960000000000036,40.432246143625115,30.93404197894843,True,2023-01-30 14:00:00,10,True,,,
XAUUSD.mg,34,balance_stability,BALANCE_STABILITY,LONG,2023-02-01 18:00:00,10,1927.35,32.30000000000018,6.759999999999991,167.5876203076773,35.074065426622,True,2023-02-02 12:00:00,10,True,,,
XAUUSD.mg,41,balance_stability,BALANCE_STABILITY,LONG,2023-02-07 00:00:00,10,1869.87,14.52000000000021,4.889999999999873,77.6524571226888,26.151550642557357,True,2023-02-07 18:00:00,10,True,,,
XAUUSD.mg,44,balance_stability,BALANCE_STABILITY,LONG,2023-02-10 20:00:00,10,1864.25,2.2899999999999636,11.0,12.283760225291479,59.004961780877025,False,2023-02-13 14:00:00,10,True,,,
XAUUSD.mg,46,balance_stability,BALANCE_STABILITY,LONG,2023-02-14 02:00:00,10,1857.51,12.970000000000027,14.210000000000036,69.8246577407391,76.50026110222845,False,2023-02-14 20:00:00,10,True,,,
XAUUSD.mg,48,balance_stability,BALANCE_STABILITY,LONG,2023-02-17 00:00:00,10,1832.58,10.800000000000182,13.669999999999845,58.93330714075338,74.59428783463666,False,2023-02-17 18:00:00,10,True,,,
XAUUSD.mg,52,balance_stability,BALANCE_STABILITY,LONG,2023-02-21 00:00:00,10,1841.68,2.1799999999998363,11.440000000000055,11.837018374526716,62.117197341558004,False,2023-02-21 18:00:00,10,True,,,
XAUUSD.mg,54,balance_stability,BALANCE_STABILITY,LONG,2023-02-23 20:00:00,10,1823.56,4.25,14.529999999999973,23.306060672530652,79.67930860514583,False,2023-02-24 14:00:00,10,True,,,
XAUUSD.mg,56,balance_stability,BALANCE_STABILITY,LONG,2023-02-28 00:00:00,10,1816.52,14.660000000000082,11.809999999999945,80.70376323960144,65.01442318278878,True,2023-02-28 18:00:00,10,True,,,
XAUUSD.mg,71,balance_stability,BALANCE_STABILITY,LONG,2023-03-14 18:00:00,10,1906.73,12.230000000000018,21.25999999999999,64.14122607815484,111.49979283904901,False,2023-03-15 12:00:00,10,True,,,
XAUUSD.mg,75,balance_stability,BALANCE_STABILITY,LONG,2023-03-17 00:00:00,10,1921.39,53.77999999999997,3.380000000000109,279.90152962178405,17.591431203452235,True,2023-03-17 18:00:00,10,True,,,
XAUUSD.mg,88,balance_stability,BALANCE_STABILITY,LONG,2023-03-28 08:00:00,10,1953.66,21.389999999999873,4.720000000000027,109.48680937317583,24.159782152472932,True,2023-03-29 02:00:00,10,True,,,
XAUUSD.mg,90,balance_stability,BALANCE_STABILITY,LONG,2023-03-30 00:00:00,10,1962.99,21.069999999999936,7.809999999999945,107.33625744400092,39.78624445361385,True,2023-03-30 18:00:00,10,True,,,
XAUUSD.mg,93,balance_stability,BALANCE_STABILITY,LONG,2023-03-31 10:00:00,10,1978.24,9.129999999999882,28.710000000000036,46.15213523131612,145.12900355871903,False,2023-04-03 04:00:00,10,True,,,
XAUUSD.mg,99,balance_stability,BALANCE_STABILITY,LONG,2023-04-06 08:00:00,10,2016.14,4.579999999999927,21.410000000000082,22.716676421279907,106.19302230995903,False,2023-04-10 02:00:00,10,True,,,
XAUUSD.mg,107,balance_stability,BALANCE_STABILITY,LONG,2023-04-12 22:00:00,10,2014.62,33.73000000000002,1.6199999999998909,167.42611509862914,8.041218691365572,True,2023-04-13 16:00:00,10,True,,,
XAUUSD.mg,117,balance_stability,BALANCE_STABILITY,LONG,2023-04-20 22:00:00,10,2004.6,0.9600000000000364,33.23000000000002,4.788985333732597,165.76873191659195,False,2023-04-21 16:00:00,10,True,,,
XAUUSD.mg,119,balance_stability,BALANCE_STABILITY,LONG,2023-04-24 22:00:00,10,1988.85,11.820000000000164,12.949999999999818,59.43132966287133,65.1130050028902,False,2023-04-25 16:00:00,10,True,,,
XAUUSD.mg,122,balance_stability,BALANCE_STABILITY,LONG,2023-04-26 06:00:00,10,1995.94,13.139999999999873,12.789999999999964,65.83364229385589,64.08008256761207,True,2023-04-27 00:00:00,10,True,,,
XAUUSD.mg,124,balance_stability,BALANCE_STABILITY,LONG,2023-04-28 00:00:00,10,1986.72,8.039999999999964,10.680000000000064,40.468712249335404,53.756946122252074,False,2023-04-28 18:00:00,10,True,,,
XAUUSD.mg,128,balance_stability,BALANCE_STABILITY,LONG,2023-05-01 00:00:00,10,1986.66,19.1099999999999,9.820000000000164,96.1915979583819,49.429696072806436,True,2023-05-01 18:00:00,10,True,,,
XAUUSD.mg,135,balance_stability,BALANCE_STABILITY,LONG,2023-05-04 20:00:00,10,2049.35,3.4100000000003092,48.50999999999999,16.639422255838728,236.7092004782004,False,2023-05-05 14:00:00,10,True,,,
XAUUSD.mg,141,balance_stability,BALANCE_STABILITY,LONG,2023-05-10 08:00:00,10,2031.47,16.460000000000036,10.190000000000055,81.02507051543974,50.160721054212246,True,2023-05-11 02:00:00,10,True,,,
XAUUSD.mg,144,balance_stability,BALANCE_STABILITY,LONG,2023-05-12 22:00:00,10,2010.62,11.090000000000146,3.6599999999998545,55.15711571555115,18.20334026320167,True,2023-05-15 16:00:00,10,True,,,
XAUUSD.mg,147,balance_stability,BALANCE_STABILITY,LONG,2023-05-18 00:00:00,10,1982.35,3.25,30.769999999999982,16.394683078164803,155.2198148661941,False,2023-05-18 18:00:00,10,True,,,
XAUUSD.mg,152,balance_stability,BALANCE_STABILITY,LONG,2023-05-22 08:00:00,10,1976.47,5.7000000000000455,16.529999999999973,28.839294297409246,83.63395346248602,False,2023-05-23 02:00:00,10,True,,,
XAUUSD.mg,157,balance_stability,BALANCE_STABILITY,LONG,2023-05-26 20:00:00,10,1947.02,2.3600000000001273,7.089999999999918,12.121087610811022,36.414623373154456,False,2023-05-29 14:00:00,10,True,,,
XAUUSD.mg,163,balance_stability,BALANCE_STABILITY,LONG,2023-06-01 06:00:00,10,1962.34,20.38000000000011,9.36999999999989,103.85560096619399,47.749115851482884,True,2023-06-02 00:00:00,10,True,,,
XAUUSD.mg,168,balance_stability,BALANCE_STABILITY,LONG,2023-06-07 06:00:00,10,1962.77,7.009999999999991,23.37999999999988,35.71483159004871,119.11736983956287,False,2023-06-08 00:00:00,10,True,,,
XAUUSD.mg,176,balance_stability,BALANCE_STABILITY,LONG,2023-06-12 20:00:00,10,1957.61,13.1400000000001,7.369999999999891,67.12266488217827,37.64794826344313,True,2023-06-13 14:00:00,10,True,,,
XAUUSD.mg,187,balance_stability,BALANCE_STABILITY,LONG,2023-06-20 06:00:00,10,1948.42,7.970000000000027,19.029999999999973,40.9049383603126,97.66888042619134,False,2023-06-21 00:00:00,10,True,,,
XAUUSD.mg,198,balance_stability,BALANCE_STABILITY,LONG,2023-06-26 22:00:00,10,1922.86,7.430000000000064,11.72999999999979,38.640358632454074,61.00288112498981,False,2023-06-27 16:00:00,10,True,,,
XAUUSD.mg,205,balance_stability,BALANCE_STABILITY,LONG,2023-06-29 20:00:00,10,1907.35,6.75,7.230000000000018,35.38941463286759,37.90599522898272,False,2023-06-30 14:00:00,10,True,,,
XAUUSD.mg,215,balance_stability,BALANCE_STABILITY,LONG,2023-07-05 00:00:00,10,1925.94,8.679999999999836,7.330000000000155,45.0689014195657,38.059337258690064,True,2023-07-05 18:00:00,10,True,,,
XAUUSD.mg,220,balance_stability,BALANCE_STABILITY,LONG,2023-07-11 00:00:00,10,1924.46,13.629999999999882,0.4900000000000091,70.8250626149667,2.546168795402394,True,2023-07-11 18:00:00,10,True,,,
XAUUSD.mg,226,balance_stability,BALANCE_STABILITY,LONG,2023-07-13 18:00:00,10,1959.7,3.6599999999998545,5.75,18.67632800938845,29.34122569781089,False,2023-07-14 12:00:00,10,True,,,
