setup_family,intent_side,n,median_mfe_bps,median_mae_bps,p_mfe_gt_mae,ooto_win_rate,ooto_loss_rate,ooto_discard_rate,ooto_none_rate,go_nogo
balance_stability,LONG,229,52.62917377528527,49.910615564259054,0.5021834061135371,,,,,HOLD
balance_stability,SHORT,229,49.910615564259054,52.62917377528527,0.4978165938864629,,,,,NO-GO
state_reinforcement,LONG,156,67.8485090949697,49.163964346303715,0.5705128205128205,,,,,GO
state_reinforcement,SHORT,85,62.104478520140894,61.987657416025385,0.5294117647058824,,,,,HOLD
transition_persistence,LONG,369,68.17852572615017,50.61174861311712,0.5582655826558266,,,,,GO
transition_persistence,SHORT,353,54.53194413372148,68.37760229720067,0.43059490084985835,,,,,NO-GO
