symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
XAUUSD.mg,768,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-10-31 22:00:00,2024-11-01 02:00:00,3
XAUUSD.mg,769,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-01 04:00:00,2024-11-01 08:00:00,2
XAUUSD.mg,770,balance_stability,NONE,BALANCE_STABILITY,2024-11-04 00:00:00,2024-11-04 00:00:00,1
XAUUSD.mg,771,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-04 02:00:00,2024-11-04 04:00:00,2
XAUUSD.mg,772,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-04 06:00:00,2024-11-04 12:00:00,3
XAUUSD.mg,773,balance_stability,NONE,BALANCE_STABILITY,2024-11-05 02:00:00,2024-11-06 06:00:00,5
XAUUSD.mg,774,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-06 22:00:00,2024-11-07 00:00:00,2
XAUUSD.mg,775,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-08 00:00:00,2024-11-08 00:00:00,1
XAUUSD.mg,776,state_reinforcement,SHORT,STATE_REINFORCEMENT,2024-11-08 06:00:00,2024-11-08 06:00:00,1
XAUUSD.mg,777,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-08 12:00:00,2024-11-08 12:00:00,1
XAUUSD.mg,778,state_reinforcement,SHORT,STATE_REINFORCEMENT,2024-11-12 06:00:00,2024-11-12 12:00:00,4
XAUUSD.mg,779,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-12 14:00:00,2024-11-12 14:00:00,1
XAUUSD.mg,780,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-12 22:00:00,2024-11-13 00:00:00,2
XAUUSD.mg,781,balance_stability,NONE,BALANCE_STABILITY,2024-11-13 06:00:00,2024-11-13 16:00:00,3
XAUUSD.mg,782,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-13 22:00:00,2024-11-14 00:00:00,2
XAUUSD.mg,783,state_reinforcement,SHORT,STATE_REINFORCEMENT,2024-11-14 08:00:00,2024-11-14 14:00:00,4
XAUUSD.mg,784,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-14 22:00:00,2024-11-14 22:00:00,1
XAUUSD.mg,785,balance_stability,NONE,BALANCE_STABILITY,2024-11-15 02:00:00,2024-11-15 08:00:00,3
XAUUSD.mg,786,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-18 06:00:00,2024-11-18 06:00:00,1
XAUUSD.mg,787,transition_persistence_flat,NONE,TRANSITION_PERSISTENCE,2024-11-19 16:00:00,2024-11-19 16:00:00,1
XAUUSD.mg,788,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-19 22:00:00,2024-11-20 06:00:00,4
XAUUSD.mg,789,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-20 12:00:00,2024-11-20 14:00:00,2
XAUUSD.mg,790,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-20 20:00:00,2024-11-20 20:00:00,1
XAUUSD.mg,791,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-20 22:00:00,2024-11-21 02:00:00,3
XAUUSD.mg,792,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-21 08:00:00,2024-11-21 20:00:00,7
XAUUSD.mg,793,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-21 22:00:00,2024-11-21 22:00:00,1
XAUUSD.mg,794,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-22 00:00:00,2024-11-22 00:00:00,1
XAUUSD.mg,795,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-22 18:00:00,2024-11-22 20:00:00,2
XAUUSD.mg,796,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-25 12:00:00,2024-11-25 22:00:00,2
XAUUSD.mg,797,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-26 04:00:00,2024-11-26 04:00:00,1
XAUUSD.mg,798,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-26 06:00:00,2024-11-26 06:00:00,1
XAUUSD.mg,799,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-26 12:00:00,2024-11-26 14:00:00,2
XAUUSD.mg,800,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-26 16:00:00,2024-11-26 16:00:00,1
XAUUSD.mg,801,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-27 12:00:00,2024-11-27 14:00:00,2
XAUUSD.mg,802,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-11-27 16:00:00,2024-11-27 16:00:00,1
