symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
US500.spot.mg,M30,baseline,PARENT_ESTRATO,40.0,9.0,4.444444444444445,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING,0.0210727969348659,-0.0210727969348659,-2.10727969348659
US500.spot.mg,M30,baseline,PARENT_ESTRATO,40.0,9.0,4.444444444444445,0.8,0.4050957468334667,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.6436781609195402,0.15632183908045982,15.632183908045983
US500.spot.mg,M30,baseline,PARENT_ESTRATO,1188.0,141.0,8.425531914893616,0.03367003367003367,0.18045435180703842,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING,0.0210727969348659,0.012597236735167768,1.2597236735167767
US500.spot.mg,M30,baseline,PARENT_ESTRATO,1188.0,141.0,8.425531914893616,0.5808080808080808,0.49363465017538055,0.0,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.6436781609195402,-0.06287008011145945,-6.287008011145945
US500.spot.mg,M30,baseline,PARENT_ESTRATO,11.0,3.0,3.6666666666666665,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE,0.0210727969348659,-0.0210727969348659,-2.10727969348659
US500.spot.mg,M30,baseline,PARENT_ESTRATO,11.0,3.0,3.6666666666666665,1.0,0.0,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.6436781609195402,0.3563218390804598,35.63218390804598
US500.spot.mg,M30,baseline,PARENT_ESTRATO,849.0,107.0,7.934579439252336,0.004711425206124852,0.0685182999517141,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED,0.0210727969348659,-0.01636137172874105,-1.636137172874105
US500.spot.mg,M30,baseline,PARENT_ESTRATO,849.0,107.0,7.934579439252336,0.7196702002355713,0.44942508827587235,0.0,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.6436781609195402,0.07599203931603105,7.599203931603105
US500.spot.mg,M30,baseline,PARENT_ESTRATO,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED,0.8708815672306323,0.12911843276936774,12.911843276936775
US500.spot.mg,M30,baseline,PARENT_ESTRATO,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_FAILED,0.7598693974473137,0.24013060255268626,24.013060255268627
US500.spot.mg,M30,baseline,PARENT_ESTRATO,12.0,1.0,12.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED,0.12911843276936777,-0.12911843276936777,-12.911843276936777
US500.spot.mg,M30,baseline,PARENT_ESTRATO,1971.0,176.0,11.198863636363637,0.9330289193302892,0.2500353450665294,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY,0.8708815672306323,0.06214735209965694,6.214735209965694
US500.spot.mg,M30,baseline,PARENT_ESTRATO,1971.0,176.0,11.198863636363637,0.7940131912734653,0.4045235059066098,0.0,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY,0.7598693974473137,0.034143793826151514,3.4143793826151514
US500.spot.mg,M30,baseline,PARENT_ESTRATO,1971.0,176.0,11.198863636363637,0.0669710806697108,0.2500353450665294,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.12911843276936777,-0.062147352099656966,-6.2147352099656965
US500.spot.mg,M30,baseline,PARENT_ESTRATO,4759.0,271.0,17.56088560885609,0.844794952681388,0.36213812398193174,0.0008405127127547804,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED,0.8708815672306323,-0.026086614549244214,-2.6086614549244214
US500.spot.mg,M30,baseline,PARENT_ESTRATO,4759.0,271.0,17.56088560885609,0.7451104100946372,0.43584496849911464,0.0008405127127547804,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED,0.7598693974473137,-0.014758987352676556,-1.4758987352676556
US500.spot.mg,M30,baseline,PARENT_ESTRATO,4759.0,271.0,17.56088560885609,0.15520504731861198,0.36213812398193174,0.0008405127127547804,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.12911843276936777,0.026086614549244214,2.6086614549244214
US500.spot.mg,M30,baseline,PARENT_ESTRATO,176.0,38.0,4.631578947368421,0.625,0.4855041562276122,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE,0.31092150170648464,0.31407849829351536,31.407849829351537
US500.spot.mg,M30,baseline,PARENT_ESTRATO,176.0,38.0,4.631578947368421,0.375,0.4855041562276122,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.6890784982935153,-0.3140784982935153,-31.40784982935153
