symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state
XAUUSD.mg,M30,baseline,1907.0,154.0,12.383116883116884,0.016780283167278448,0.12848097702711375,0.0,BALANCE_ESCAPE,BALANCE
XAUUSD.mg,M30,baseline,1907.0,154.0,12.383116883116884,0.6523335081279497,0.476354376564118,0.0,BALANCE_STABILITY,BALANCE
XAUUSD.mg,M30,baseline,6817.0,251.0,27.159362549800797,0.8755320710406576,0.33013885142728816,0.0005867683731846853,TRANSITION_NOISE,TRANSITION
XAUUSD.mg,M30,baseline,6817.0,251.0,27.159362549800797,0.7768971084691032,0.41635734151070014,0.0005867683731846853,TRANSITION_PERSISTENCE,TRANSITION
XAUUSD.mg,M30,baseline,6817.0,251.0,27.159362549800797,0.12446792895934243,0.33013885142728816,0.0005867683731846853,TRANSITION_RESOLUTION,TRANSITION
XAUUSD.mg,M30,baseline,2910.0,194.0,15.0,0.3,0.4583363282088047,0.0,STATE_FRAGILITY,TREND
XAUUSD.mg,M30,baseline,2910.0,194.0,15.0,0.7,0.4583363282088047,0.0,STATE_REINFORCEMENT,TREND
