symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full
EURUSD.mg,M30,baseline,32.0,7.0,4.571428571428571,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING
EURUSD.mg,M30,baseline,32.0,7.0,4.571428571428571,0.625,0.4918693768379647,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING
EURUSD.mg,M30,baseline,1118.0,133.0,8.406015037593985,0.025044722719141325,0.15633088134412357,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING
EURUSD.mg,M30,baseline,1118.0,133.0,8.406015037593985,0.592128801431127,0.4916589255391452,0.0,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING
EURUSD.mg,M30,baseline,20.0,5.0,4.0,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE
EURUSD.mg,M30,baseline,20.0,5.0,4.0,0.8,0.41039134083406165,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE
EURUSD.mg,M30,baseline,891.0,97.0,9.185567010309278,0.013468013468013467,0.1153323669859794,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED
EURUSD.mg,M30,baseline,891.0,97.0,9.185567010309278,0.7485970819304153,0.43406330293836937,0.0,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED
EURUSD.mg,M30,baseline,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED
EURUSD.mg,M30,baseline,1936.0,159.0,12.176100628930818,0.9380165289256198,0.2411878265694743,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY
EURUSD.mg,M30,baseline,5285.0,245.0,21.571428571428573,0.8581976524043923,0.3488803313994146,0.0005676442762535478,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED
EURUSD.mg,M30,baseline,140.0,29.0,4.827586206896552,0.5714285714285714,0.4966485830092935,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE
EURUSD.mg,M30,baseline,140.0,29.0,4.827586206896552,0.42857142857142855,0.4966485830092935,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE
EURUSD.mg,M30,baseline,1976.0,174.0,11.35632183908046,0.2977215189873418,0.4573722059436058,0.0005060728744939271,STATE_FRAGILITY,TREND,TREND_STRONG
EURUSD.mg,M30,baseline,1976.0,174.0,11.35632183908046,0.7022784810126582,0.4573722059436058,0.0005060728744939271,STATE_REINFORCEMENT,TREND,TREND_STRONG
EURUSD.mg,M30,baseline,796.0,95.0,8.378947368421052,0.3015075376884422,0.4592010986481978,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED
EURUSD.mg,M30,baseline,796.0,95.0,8.378947368421052,0.6984924623115578,0.4592010986481978,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED
