symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state
EURUSD.mg,M30,baseline,2061.0,153.0,13.470588235294118,0.019408054342552158,0.13798775418141002,0.0,BALANCE_ESCAPE,BALANCE
EURUSD.mg,M30,baseline,2061.0,153.0,13.470588235294118,0.6622998544395924,0.4730405156655749,0.0,BALANCE_STABILITY,BALANCE
EURUSD.mg,M30,baseline,7233.0,264.0,27.397727272727273,0.8798063623789765,0.32521032467982225,0.00041476565740356696,TRANSITION_NOISE,TRANSITION
EURUSD.mg,M30,baseline,2912.0,193.0,15.088082901554404,0.31192030230161455,0.4633570782476931,0.00034340659340659343,STATE_FRAGILITY,TREND
EURUSD.mg,M30,baseline,2912.0,193.0,15.088082901554404,0.6880796976983854,0.4633570782476931,0.00034340659340659343,STATE_REINFORCEMENT,TREND
