symbol,score_tf,edge_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full
US500.spot.mg,M30,baseline,12.0,3.0,4.0,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING
US500.spot.mg,M30,baseline,12.0,3.0,4.0,0.6666666666666666,0.49236596391733095,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING
US500.spot.mg,M30,baseline,1008.0,129.0,7.813953488372093,0.01984126984126984,0.13952385552069133,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING
US500.spot.mg,M30,baseline,1008.0,129.0,7.813953488372093,0.6170634920634921,0.4863443146473258,0.0,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING
US500.spot.mg,M30,baseline,8.0,2.0,4.0,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE
US500.spot.mg,M30,baseline,8.0,2.0,4.0,1.0,0.0,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE
US500.spot.mg,M30,baseline,634.0,89.0,7.123595505617978,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED
US500.spot.mg,M30,baseline,634.0,89.0,7.123595505617978,0.7413249211356467,0.43825246654553907,0.0,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED
US500.spot.mg,M30,baseline,12.0,1.0,12.0,1.0,0.0,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED
US500.spot.mg,M30,baseline,12.0,1.0,12.0,0.0,0.0,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_FAILED
US500.spot.mg,M30,baseline,1857.0,151.0,12.298013245033113,0.8998384491114702,0.3002961465143816,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY
US500.spot.mg,M30,baseline,1857.0,151.0,12.298013245033113,0.10016155088852989,0.3002961465143816,0.0,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY
US500.spot.mg,M30,baseline,5030.0,276.0,18.22463768115942,0.8507759649820931,0.35634461874814133,0.0007952286282306163,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED
US500.spot.mg,M30,baseline,5030.0,276.0,18.22463768115942,0.14922403501790688,0.35634461874814133,0.0007952286282306163,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED
US500.spot.mg,M30,baseline,210.0,35.0,6.0,0.49047619047619045,0.5011038169038047,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE
US500.spot.mg,M30,baseline,210.0,35.0,6.0,0.5095238095238095,0.5011038169038047,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE
US500.spot.mg,M30,baseline,2101.0,193.0,10.8860103626943,0.2941456449309853,0.4557662263300828,0.0,STATE_FRAGILITY,TREND,TREND_STRONG
US500.spot.mg,M30,baseline,2101.0,193.0,10.8860103626943,0.7058543550690147,0.4557662263300828,0.0,STATE_REINFORCEMENT,TREND,TREND_STRONG
US500.spot.mg,M30,baseline,916.0,109.0,8.403669724770642,0.259825327510917,0.43877819938323165,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED
US500.spot.mg,M30,baseline,916.0,109.0,8.403669724770642,0.740174672489083,0.43877819938323165,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED
