symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
US500.spot.mg,M30,baseline,PARENT_ESTRATO,126.0,23.0,5.478260869565218,0.6825396825396826,0.46734644367182104,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.6170634920634921,0.06547619047619047,6.547619047619047
US500.spot.mg,M30,baseline,PARENT_ESTRATO,114.0,23.0,4.956521739130435,0.7719298245614035,0.42144059133284484,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.7413249211356467,0.030604903425756724,3.0604903425756724
US500.spot.mg,M30,baseline,PARENT_ESTRATO,8.0,2.0,4.0,0.0,0.0,0.0,LOOK_FOR_transition_inventory_reset,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.14922403501790688,-0.14922403501790688,-14.922403501790688
US500.spot.mg,M30,baseline,PARENT_ESTRATO,36.0,9.0,4.0,0.0,0.0,0.0,LOOK_FOR_transition_initiative,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_NOISY,0.10016155088852989,-0.10016155088852989,-10.016155088852988
US500.spot.mg,M30,baseline,PARENT_ESTRATO,258.0,56.0,4.607142857142857,0.27906976744186046,0.44941369822955635,0.0,LOOK_FOR_transition_initiative,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.14922403501790688,0.12984573242395359,12.984573242395358
US500.spot.mg,M30,baseline,PARENT_ESTRATO,48.0,6.0,8.0,0.5833333333333334,0.49822379545201356,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.5095238095238095,0.07380952380952388,7.3809523809523885
US500.spot.mg,M30,baseline,PARENT_ESTRATO,308.0,38.0,8.105263157894736,0.8051948051948052,0.39669517630609197,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7058543550690147,0.09934045012579051,9.934045012579052
US500.spot.mg,M30,baseline,PARENT_ESTRATO,192.0,28.0,6.857142857142857,0.8125,0.39133280115081653,0.0,LOOK_FOR_trend_orderly_pullback_asia,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.740174672489083,0.07232532751091703,7.232532751091703
US500.spot.mg,M30,baseline,PARENT_ESTRATO,41.0,9.0,4.555555555555555,0.4146341463414634,0.4987789969564456,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.5095238095238095,-0.0948896631823461,-9.48896631823461
US500.spot.mg,M30,baseline,PARENT_ESTRATO,202.0,31.0,6.516129032258065,0.693069306930693,0.4623662750321208,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7058543550690147,-0.012785048138321708,-1.2785048138321708
US500.spot.mg,M30,baseline,PARENT_ESTRATO,124.0,25.0,4.96,0.5967741935483871,0.49253541556803315,0.0,LOOK_FOR_trend_orderly_pullback_west,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.740174672489083,-0.14340047894069585,-14.340047894069585
US500.spot.mg,M30,baseline,PARENT_ESTRATO,94.0,16.0,5.875,0.7872340425531915,0.41145794871387026,0.0,LOOK_FOR_trend_overextended,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7058543550690147,0.08137968748417679,8.137968748417679
US500.spot.mg,M30,baseline,PARENT_ESTRATO,114.0,12.0,9.5,0.8596491228070176,0.3488842641593121,0.0,LOOK_FOR_trend_overextended,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.740174672489083,0.11947445031793458,11.947445031793457
