symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,44.0,8.0,5.5,0.9090909090909091,0.29080336345115265,0.0,LOOK_FOR_balance_vwap_proximity,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.7804878048780488,0.12860310421286025,12.860310421286025
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,949.0,142.0,6.683098591549296,0.6775553213909379,0.4676585995845966,0.0,LOOK_FOR_balance_vwap_proximity,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.5871559633027523,0.09039935808818556,9.039935808818555
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,8.0,3.0,2.6666666666666665,0.5,0.5345224838248488,0.0,LOOK_FOR_balance_vwap_proximity,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.5,0.0,0.0
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,1012.0,155.0,6.529032258064516,0.7579051383399209,0.42856321375412887,0.0,LOOK_FOR_balance_vwap_proximity,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.7234927234927235,0.03441241484719737,3.441241484719737
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,12.0,3.0,4.0,0.6666666666666666,0.49236596391733095,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.7804878048780488,-0.11382113821138218,-11.382113821138217
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,98.0,19.0,5.157894736842105,0.6938775510204082,0.4632508007972595,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.5871559633027523,0.10672158771765583,10.672158771765583
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,8.0,3.0,2.6666666666666665,0.5,0.5345224838248488,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.5,0.0,0.0
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,160.0,33.0,4.848484848484849,0.73125,0.4447015110861035,0.0,LOOK_FOR_balance_compression,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.7234927234927235,0.007757276507276423,0.7757276507276423
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,16.0,4.0,4.0,0.625,0.5,0.0,LOOK_FOR_balance_vwap_body_deviation,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.7804878048780488,-0.1554878048780488,-15.54878048780488
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,184.0,42.0,4.380952380952381,0.5652173913043478,0.497081049698249,0.0,LOOK_FOR_balance_vwap_body_deviation,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.5871559633027523,-0.021938571998404544,-2.1938571998404544
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,4.0,1.0,4.0,0.0,0.0,0.0,LOOK_FOR_balance_vwap_body_deviation,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.5,-0.5,-50.0
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,195.0,40.0,4.875,0.7692307692307693,0.4224095377771143,0.0,LOOK_FOR_balance_vwap_body_deviation,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.7234927234927235,0.04573804573804574,4.5738045738045745
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,124.0,23.0,5.391304347826087,0.6774193548387096,0.4693601785231893,0.0,LOOK_FOR_trend_strong_orderly,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.6284153005464481,0.04900405429226151,4.900405429226151
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,912.0,119.0,7.663865546218488,0.7609649122807017,0.42672823002711985,0.0,LOOK_FOR_trend_strong_orderly,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7025504151838672,0.05841449709683455,5.841449709683455
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,558.0,77.0,7.246753246753247,0.7383512544802867,0.4399267181387802,0.0,LOOK_FOR_trend_strong_orderly,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.6347165400350672,0.10363471444521954,10.363471444521954
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,8.0,2.0,4.0,0.0,0.0,0.0,LOOK_FOR_trend_liquidity_sweep,STATE_FRAGILITY,TREND,TREND_STRONG,0.2974495848161329,-0.2974495848161329,-29.74495848161329
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,6.0,2.0,3.0,0.3333333333333333,0.5163977794943223,0.0,LOOK_FOR_trend_liquidity_sweep,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED,0.3652834599649328,-0.03195012663159946,-3.1950126631599463
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,116.0,21.0,5.523809523809524,0.7586206896551724,0.42977627456260475,0.0,LOOK_FOR_trend_prev_vwap_pullback,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.6284153005464481,0.13020538910872426,13.020538910872425
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,318.0,48.0,6.625,0.7735849056603774,0.4191704034794752,0.0,LOOK_FOR_trend_prev_vwap_pullback,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7025504151838672,0.07103449047651023,7.103449047651022
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,336.0,48.0,7.0,0.6785714285714286,0.46772141946463436,0.0,LOOK_FOR_trend_prev_vwap_pullback,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.6347165400350672,0.043854888536361436,4.385488853636144
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,2264.0,275.0,8.232727272727272,0.818904593639576,0.3851822848636676,0.0,LOOK_FOR_transition_chop_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_NOISY,0.8127356514453289,0.006168942194247129,0.6168942194247129
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,1814.0,230.0,7.886956521739131,0.7960308710033076,0.4030574150125366,0.0,LOOK_FOR_transition_chop_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,TRANSITION_UNCLASSIFIED,0.7382274544646824,0.057803416538625196,5.78034165386252
XAUUSD.mg,M30,baseline,PARENT_ESTRATO,62.0,16.0,3.875,0.1935483870967742,0.39830417890323744,0.0,LOOK_FOR_transition_acceptance,TRANSITION_RESOLUTION,TRANSITION,TRANSITION_UNCLASSIFIED,0.15259884495779655,0.04094954213897764,4.094954213897764
