symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,look_for_rule,baseline_id,base_state,control_p_mean,uplift,uplift_pp
USDCLP.mg,M15,baseline,PARENT_ESTRATO,3059.0,229.0,13.358078602620088,0.6240601503759399,0.48444380362021794,0.0,LOOK_FOR_transition_repricing_near_vwap,TRANSITION_PERSISTENCE,TRANSITION,0.613622162049573,0.010437988326366887,1.0437988326366887
USDCLP.mg,M15,baseline,PARENT_ESTRATO,944.0,111.0,8.504504504504505,0.2521276595744681,0.43446531677592387,0.00423728813559322,LOOK_FOR_transition_dislocated_from_vwap,TRANSITION_RESOLUTION,TRANSITION,0.186836075817538,0.06529158375693009,6.529158375693009
