symbol,score_tf,edge_mode,control_mode,n_bars,n_days,bars_per_day,p_mean,p_std,p_nan_rate,baseline_id,base_state,quality_label_full,control_p_mean,uplift,uplift_pp
EURUSD.mg,M30,baseline,PARENT_ESTRATO,96.0,21.0,4.571428571428571,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_COMPRESSING,0.01842870999030068,-0.01842870999030068,-1.842870999030068
EURUSD.mg,M30,baseline,PARENT_ESTRATO,96.0,21.0,4.571428571428571,0.8333333333333334,0.37463432463267804,0.0,BALANCE_STABILITY,BALANCE,BALANCE_COMPRESSING,0.6663433559650824,0.16698997736825094,16.698997736825095
EURUSD.mg,M30,baseline,PARENT_ESTRATO,2287.0,272.0,8.408088235294118,0.022747156605424323,0.14912897778762182,0.00043725404459991256,BALANCE_ESCAPE,BALANCE,BALANCE_LEAKING,0.01842870999030068,0.004318446615123643,0.43184466151236434
EURUSD.mg,M30,baseline,PARENT_ESTRATO,2287.0,272.0,8.408088235294118,0.600174978127734,0.489969377870795,0.00043725404459991256,BALANCE_STABILITY,BALANCE,BALANCE_LEAKING,0.6663433559650824,-0.06616837783734841,-6.616837783734841
EURUSD.mg,M30,baseline,PARENT_ESTRATO,38.0,8.0,4.75,0.0,0.0,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_STABLE,0.01842870999030068,-0.01842870999030068,-1.842870999030068
EURUSD.mg,M30,baseline,PARENT_ESTRATO,38.0,8.0,4.75,0.6842105263157895,0.4710691208760756,0.0,BALANCE_STABILITY,BALANCE,BALANCE_STABLE,0.6663433559650824,0.017867170350707062,1.7867170350707062
EURUSD.mg,M30,baseline,PARENT_ESTRATO,1704.0,207.0,8.231884057971014,0.014084507042253521,0.117874032883815,0.0,BALANCE_ESCAPE,BALANCE,BALANCE_UNCLASSIFIED,0.01842870999030068,-0.004344202948047158,-0.43442029480471583
EURUSD.mg,M30,baseline,PARENT_ESTRATO,1704.0,207.0,8.231884057971014,0.7453051643192489,0.435817440725997,0.0,BALANCE_STABILITY,BALANCE,BALANCE_UNCLASSIFIED,0.6663433559650824,0.07896180835416644,7.896180835416644
EURUSD.mg,M30,baseline,PARENT_ESTRATO,16.0,2.0,8.0,0.75,0.4472135954999579,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_FAILED,0.8720146108457432,-0.12201461084574317,-12.201461084574316
EURUSD.mg,M30,baseline,PARENT_ESTRATO,4002.0,326.0,12.276073619631902,0.9240379810094953,0.2649704402818659,0.0,TRANSITION_NOISE,TRANSITION,TRANSITION_NOISY,0.8720146108457432,0.052023370163752136,5.202337016375214
EURUSD.mg,M30,baseline,PARENT_ESTRATO,10221.0,529.0,19.321361058601134,0.8518301037385007,0.3552857041740915,0.000293513354857646,TRANSITION_NOISE,TRANSITION,TRANSITION_UNCLASSIFIED,0.8720146108457432,-0.02018450710724251,-2.018450710724251
EURUSD.mg,M30,baseline,PARENT_ESTRATO,454.0,80.0,5.675,0.47577092511013214,0.4999635310678364,0.0,STATE_FRAGILITY,TREND,TREND_FRAGILE,0.29209674934524726,0.18367417576488487,18.36741757648849
EURUSD.mg,M30,baseline,PARENT_ESTRATO,454.0,80.0,5.675,0.5242290748898678,0.4999635310678364,0.0,STATE_REINFORCEMENT,TREND,TREND_FRAGILE,0.7079032506547527,-0.18367417576488487,-18.36741757648849
EURUSD.mg,M30,baseline,PARENT_ESTRATO,4121.0,357.0,11.543417366946779,0.2727493326862412,0.44542707499763784,0.0,STATE_FRAGILITY,TREND,TREND_STRONG,0.29209674934524726,-0.019347416659006078,-1.9347416659006078
EURUSD.mg,M30,baseline,PARENT_ESTRATO,4121.0,357.0,11.543417366946779,0.7272506673137588,0.44542707499763784,0.0,STATE_REINFORCEMENT,TREND,TREND_STRONG,0.7079032506547527,0.019347416659006078,1.9347416659006078
EURUSD.mg,M30,baseline,PARENT_ESTRATO,1916.0,220.0,8.709090909090909,0.29018789144050106,0.4539674436280584,0.0,STATE_FRAGILITY,TREND,TREND_UNCLASSIFIED,0.29209674934524726,-0.0019088579047462084,-0.19088579047462084
EURUSD.mg,M30,baseline,PARENT_ESTRATO,1916.0,220.0,8.709090909090909,0.7098121085594989,0.4539674436280584,0.0,STATE_REINFORCEMENT,TREND,TREND_UNCLASSIFIED,0.7079032506547527,0.001908857904746264,0.1908857904746264
