symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
USDCLP.mg,93,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-04-28 20:00:00,2023-04-28 21:00:00,2
USDCLP.mg,94,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-02 14:00:00,2023-05-02 14:00:00,1
USDCLP.mg,95,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-03 17:00:00,2023-05-03 20:00:00,3
USDCLP.mg,96,balance_degradation_breakout,SHORT,BALANCE_DEGRADATION,2023-05-03 22:00:00,2023-05-03 22:00:00,1
USDCLP.mg,97,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-04 14:00:00,2023-05-04 14:00:00,1
USDCLP.mg,98,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-04 15:00:00,2023-05-04 15:00:00,1
USDCLP.mg,99,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-04 16:00:00,2023-05-04 16:00:00,1
USDCLP.mg,100,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-04 21:00:00,2023-05-04 22:00:00,2
USDCLP.mg,101,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-08 14:00:00,2023-05-08 16:00:00,2
USDCLP.mg,102,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-08 18:00:00,2023-05-08 19:00:00,2
USDCLP.mg,103,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-09 16:00:00,2023-05-09 18:00:00,2
USDCLP.mg,104,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-10 20:00:00,2023-05-10 20:00:00,1
USDCLP.mg,105,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-10 21:00:00,2023-05-10 21:00:00,1
USDCLP.mg,106,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-11 14:00:00,2023-05-11 14:00:00,1
USDCLP.mg,107,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-12 16:00:00,2023-05-12 16:00:00,1
USDCLP.mg,108,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-15 18:00:00,2023-05-15 18:00:00,1
USDCLP.mg,109,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-15 19:00:00,2023-05-15 21:00:00,3
USDCLP.mg,110,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-16 14:00:00,2023-05-16 14:00:00,1
USDCLP.mg,111,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-16 16:00:00,2023-05-16 18:00:00,2
USDCLP.mg,112,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-17 17:00:00,2023-05-17 22:00:00,3
USDCLP.mg,113,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-18 14:00:00,2023-05-18 14:00:00,1
USDCLP.mg,114,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-18 19:00:00,2023-05-18 19:00:00,1
USDCLP.mg,115,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-19 15:00:00,2023-05-19 15:00:00,1
USDCLP.mg,116,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-22 19:00:00,2023-05-22 19:00:00,1
USDCLP.mg,117,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-23 14:00:00,2023-05-24 14:00:00,9
USDCLP.mg,118,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-24 16:00:00,2023-05-24 17:00:00,2
USDCLP.mg,119,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-25 21:00:00,2023-05-26 16:00:00,3
USDCLP.mg,120,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-05-26 17:00:00,2023-05-26 17:00:00,1
USDCLP.mg,121,balance_degradation_breakout,SHORT,BALANCE_DEGRADATION,2023-05-26 20:00:00,2023-05-26 20:00:00,1
USDCLP.mg,122,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-29 17:00:00,2023-05-29 17:00:00,1
USDCLP.mg,123,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-05-30 14:00:00,2023-05-30 19:00:00,5
USDCLP.mg,124,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-05-30 20:00:00,2023-05-31 15:00:00,3
USDCLP.mg,125,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-05-31 16:00:00,2023-05-31 16:00:00,1
USDCLP.mg,126,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-01 14:00:00,2023-06-02 19:00:00,8
USDCLP.mg,127,transition_persistence_flat,NONE,TRANSITION_PERSISTENCE,2023-06-02 20:00:00,2023-06-02 20:00:00,1
USDCLP.mg,128,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-02 21:00:00,2023-06-05 15:00:00,3
USDCLP.mg,129,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-05 17:00:00,2023-06-05 18:00:00,2
USDCLP.mg,130,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-05 19:00:00,2023-06-06 14:00:00,2
USDCLP.mg,131,balance_degradation_breakout,SHORT,BALANCE_DEGRADATION,2023-06-06 16:00:00,2023-06-06 16:00:00,1
